what,kind,bundleId,bundleVersion,description,time
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1422998584481
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1422998584481
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1422998584481
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1422998584493
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1422998584518
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1422998584573
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1422998584581
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1422998584660
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1422998584698
started,bundle,com.eviware.soapui.eclipse,4.0.1,"com.eviware.soapui.eclipse",1422998584725
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1422998584725
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1422998584725
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1422998584725
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1422998584745
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1422998584745
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1422998584745
started,bundle,com.microsoft.tfs.client.common,12.0.2.201409181807,"com.microsoft.tfs.client.common",1422998584775
started,bundle,com.microsoft.tfs.client.common.ui,12.0.2.201409181807,"com.microsoft.tfs.client.common.ui",1422998584862
started,bundle,com.microsoft.tfs.client.eclipse,12.0.2.201409181809,"com.microsoft.tfs.client.eclipse",1422998584880
started,bundle,com.microsoft.tfs.client.eclipse.ui,12.0.2.201409181809,"com.microsoft.tfs.client.eclipse.ui",1422998584880
started,bundle,com.microsoft.tfs.util,12.0.2.201409181807,"com.microsoft.tfs.util",1422998584925
os,sysinfo,,,"win32",1422998584928
arch,sysinfo,,,"x86",1422998584928
ws,sysinfo,,,"win32",1422998584928
locale,sysinfo,,,"en_US",1422998584928
processors,sysinfo,,,"2",1422998584929
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1422998584929
java.runtime.version,sysinfo,,,"1.6.0_25-ea-b01",1422998584929
java.specification.name,sysinfo,,,"Java Platform API Specification",1422998584929
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1422998584929
java.specification.version,sysinfo,,,"1.6",1422998584929
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1422998584929
java.version,sysinfo,,,"1.6.0_25-ea",1422998584929
java.vm.info,sysinfo,,,"mixed mode",1422998584929
java.vm.name,sysinfo,,,"Dynamic Code Evolution Client VM",1422998584929
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1422998584929
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1422998584929
java.vm.specification.version,sysinfo,,,"1.0",1422998584929
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1422998584929
java.vm.version,sysinfo,,,"0.2-b02-internal, 19.0-b04-internal",1422998584929
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1422998584944
started,bundle,org.jboss.tools.jst.web.ui,3.3.0.v20110624-0507-H3-M2,"org.jboss.tools.jst.web.ui",1422998585383
started,bundle,org.jboss.tools.common.projecttemplates,3.3.0.v20110624-0455-H3-M2,"org.jboss.tools.common.projecttemplates",1422998590521
started,bundle,org.jboss.tools.jst.web,3.3.0.v20110624-0507-H3-M2,"org.jboss.tools.jst.web",1422998590848
started,bundle,org.jboss.tools.jsf.ui,3.3.0.v20110624-0545-H5-M2,"org.jboss.tools.jsf.ui",1422998590932
started,bundle,org.jboss.tools.struts.ui,3.3.0.v20110624-0531-H5-M2,"org.jboss.tools.struts.ui",1422998590940
started,bundle,org.jboss.tools.common.verification.ui,3.1.0.v20110624-0455-H3-M2,"org.jboss.tools.common.verification.ui",1422998590959
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1422998591177
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1422998591179
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1422998591219
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422998591296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422998780023
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1422998781728
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1422998781765
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1422998781828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422998787190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422998928569
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1422998931211
started,bundle,org.jboss.ide.eclipse.archives.core,3.2.1.v20110624-0434-H3-M2,"org.jboss.ide.eclipse.archives.core",1422998931221
started,bundle,org.jboss.ide.eclipse.archives.ui,3.2.0.v20110624-0434-H3-M2,"org.jboss.ide.eclipse.archives.ui",1422998931221
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.2.0.v20110624-0505-H8-M2,"org.jboss.ide.eclipse.archives.webtools",1422998931452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422998933688
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1422998936352
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1422998936363
started,bundle,org.eclipse.jst.servlet.ui,1.1.500.v201105122000,"org.eclipse.jst.servlet.ui",1422998968491
started,bundle,org.maven.ide.eclipse.wtp,0.13.0.20110623-0455,"org.maven.ide.eclipse.wtp",1422998968601
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1422998969414
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1422998969454
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1422998969456
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1422998969556
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1422998969798
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1422998969833
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1422998969948
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1422998970274
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1422998970278
started,bundle,org.jboss.tools.common.el.core,3.3.0.v20110624-0455-H3-M2,"org.jboss.tools.common.el.core",1422998970345
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.500.v201012020700,"org.eclipse.jst.j2ee.navigator.ui",1422998970376
started,bundle,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms",1422998972393
started,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1422998972713
started,bundle,com.android.ide.eclipse.traceview,12.0.0.v201106281929-138431,"com.android.ide.eclipse.traceview",1422998972822
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1422998972845
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1422998972848
started,bundle,org.hibernate.eclipse.jdt.ui,3.4.0.v20110624-0507-H6-M2,"org.hibernate.eclipse.jdt.ui",1422998973684
started,bundle,org.hibernate.eclipse,3.4.0.v20110624-0507-H6-M2,"org.hibernate.eclipse",1422998974410
started,bundle,org.hibernate.eclipse.console,3.4.0.v20110624-0507-H6-M2,"org.hibernate.eclipse.console",1422998974547
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1422998974556
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1422998974572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422998974900
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1422998975399
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1422998975418
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1422998975471
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1422998975564
started,bundle,org.jboss.tools.jst.jsp,3.3.0.v20110624-0507-H3-M2,"org.jboss.tools.jst.jsp",1422998975581
started,bundle,org.jboss.tools.common.text.ext,3.3.0.v20110624-0455-H3-M2,"org.jboss.tools.common.text.ext",1422998975665
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1422998975743
opened,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1422998976393
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1422998976480
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1422998976488
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1422998976633
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1422998979570
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1422998980915
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1422998980917
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1422998983432
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1422998983454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422998987964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422999059481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422999063944
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422999064594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422999066331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422999067532
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1422999067750
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1422999071923
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1422999071939
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1422999071972
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1422999071977
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1422999071981
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1422999071993
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1422999072037
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1422999072037
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1422999072041
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1422999072160
stopped,bundle,org.jboss.tools.ws.creation.ui,1.2.0.v20110624-0533-H6-M2,"org.jboss.tools.ws.creation.ui",1422999072195
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1423052385157
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1423052385159
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1423052385160
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1423052385161
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1423052385162
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1423052385164
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1423052385165
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1423052385166
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1423052385167
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1423052385169
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1423052385171
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1423052385172
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1423052385173
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1423052385174
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1423052385175
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1423052385176
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1423052385178
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1423052385178
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1423052385180
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1423052385181
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1423052385182
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1423052385184
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1423052385185
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1423052385187
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1423052385188
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1423052385189
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1423052385190
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1423052385192
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1423052385193
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1423052385195
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1423052385196
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1423052385198
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1423052385199
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1423052385201
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1423052385202
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1423052385203
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1423052385205
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1423052385208
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1423052385210
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1423052385211
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1423052385212
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1423052385213
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1423052385214
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1423052385215
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1423052385217
